datetime,Demanda real
2015-06-28 00:00:00+00:00,628950.0
2015-06-29 00:00:00+00:00,761405.0
2015-06-30 00:00:00+00:00,783502.0
2015-07-01 00:00:00+00:00,773589.0
2015-07-02 00:00:00+00:00,756983.0
2015-07-03 00:00:00+00:00,764648.0
2015-07-04 00:00:00+00:00,689642.0
2015-07-05 00:00:00+00:00,652197.0
2015-07-06 00:00:00+00:00,789403.0
2015-07-07 00:00:00+00:00,814986.0
2015-07-08 00:00:00+00:00,809062.0
2015-07-09 00:00:00+00:00,792249.0
2015-07-10 00:00:00+00:00,781766.0
2015-07-11 00:00:00+00:00,692657.0
2015-07-12 00:00:00+00:00,637876.0
2015-07-13 00:00:00+00:00,777116.0
2015-07-14 00:00:00+00:00,800481.0
2015-07-15 00:00:00+00:00,805075.0
2015-07-16 00:00:00+00:00,802794.0
2015-07-17 00:00:00+00:00,799243.0
2015-07-18 00:00:00+00:00,703019.0
2015-07-19 00:00:00+00:00,640892.0
2015-07-20 00:00:00+00:00,795702.0
2015-07-21 00:00:00+00:00,817504.0
2015-07-22 00:00:00+00:00,804434.0
2015-07-23 00:00:00+00:00,803240.0
2015-07-24 00:00:00+00:00,794650.0
2015-07-25 00:00:00+00:00,681491.0
2015-07-26 00:00:00+00:00,633461.0
2015-07-27 00:00:00+00:00,770531.0
2015-07-28 00:00:00+00:00,786872.0
2015-07-29 00:00:00+00:00,797269.0
2015-07-30 00:00:00+00:00,768743.0
2015-07-31 00:00:00+00:00,727799.0
2015-08-01 00:00:00+00:00,629700.0
2015-08-02 00:00:00+00:00,595215.0
2015-08-03 00:00:00+00:00,728211.0
2015-08-04 00:00:00+00:00,736968.0
2015-08-05 00:00:00+00:00,744115.0
2015-08-06 00:00:00+00:00,742660.0
2015-08-07 00:00:00+00:00,748186.0
2015-08-08 00:00:00+00:00,655920.0
2015-08-09 00:00:00+00:00,586315.0
2015-08-10 00:00:00+00:00,693829.0
2015-08-11 00:00:00+00:00,710700.0
2015-08-12 00:00:00+00:00,716096.0
2015-08-13 00:00:00+00:00,700444.0
2015-08-14 00:00:00+00:00,661253.0
2015-08-15 00:00:00+00:00,576101.0
2015-08-16 00:00:00+00:00,553470.0
2015-08-17 00:00:00+00:00,653868.0
2015-08-18 00:00:00+00:00,658808.0
2015-08-19 00:00:00+00:00,664376.0
2015-08-20 00:00:00+00:00,688030.0
2015-08-21 00:00:00+00:00,701203.0
